cve_id,cwe_id,publish_date,update_date,score,severity,confidentiality_impact,integrity_impact,availability_impact,access_complexity,vulnerability_classification,project,lang,num_files_changed,file_extensions,summary
CVE-2014-4344,CWE-476,2014-08-14,,7.8,High,,,Complete,Low,DoS ,krb5,C,10,[],The acc_ctx_cont function in the SPNEGO acceptor in lib/gssapi/spnego/spnego_mech.c in MIT Kerberos 5 (aka krb5) 1.5.x through 1.12.x before 1.12.2 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via an empty continuation token at a certain point during a SPNEGO negotiation.
CVE-2014-3647,CWE-264,2014-11-10,,2.1,Low,,,Partial,Low,DoS ,linux,C,10,[],"arch/x86/kvm/emulate.c in the KVM subsystem in the Linux kernel through 3.17.2 does not properly perform RIP changes, which allows guest OS users to cause a denial of service (guest OS crash) via a crafted application."
CVE-2014-3587,CWE-189,2014-08-22,,4.3,Medium,,,Partial,Medium,DoS Overflow ,php-src,C,10,[],"Integer overflow in the cdf_read_property_info function in cdf.c in file through 5.19, as used in the Fileinfo component in PHP before 5.4.32 and 5.5.x before 5.5.16, allows remote attackers to cause a denial of service (application crash) via a crafted CDF file.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-1571."
CVE-2014-3538,CWE-399,2014-07-03,,5.0,Medium,,,Partial,Low,DoS ,file,C,10,[],"file before 5.19 does not properly restrict the amount of data read during a regex search, which allows remote attackers to cause a denial of service (CPU consumption) via a crafted file that triggers backtracking during processing of an awk rule.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-7345."
CVE-2014-3538,CWE-399,2014-07-03,,5.0,Medium,,,Partial,Low,DoS ,file,C,10,[],"file before 5.19 does not properly restrict the amount of data read during a regex search, which allows remote attackers to cause a denial of service (CPU consumption) via a crafted file that triggers backtracking during processing of an awk rule.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-7345."
CVE-2014-3538,CWE-399,2014-07-03,,5.0,Medium,,,Partial,Low,DoS ,file,C,10,[],"file before 5.19 does not properly restrict the amount of data read during a regex search, which allows remote attackers to cause a denial of service (CPU consumption) via a crafted file that triggers backtracking during processing of an awk rule.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-7345."
CVE-2014-3538,CWE-399,2014-07-03,,5.0,Medium,,,Partial,Low,DoS ,file,C,10,[],"file before 5.19 does not properly restrict the amount of data read during a regex search, which allows remote attackers to cause a denial of service (CPU consumption) via a crafted file that triggers backtracking during processing of an awk rule.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-7345."
CVE-2011-3346,CWE-119,2014-04-01,,4.0,Medium,,,Complete,High,DoS Overflow ,qemu,C,10,[],"Buffer overflow in hw/scsi-disk.c in the SCSI subsystem in QEMU before 0.15.2, as used by Xen, might allow local guest users with permission to access the CD-ROM to cause a denial of service (guest crash) via a crafted SAI READ CAPACITY SCSI command.  NOTE: this is only a vulnerability when root has manually modified certain permissions or ACLs."
CVE-2015-7872,CWE-20,2015-11-16,,2.1,Low,,,Partial,Low,DoS ,linux,C,10,[],The key_gc_unused_keys function in security/keys/gc.c in the Linux kernel through 4.2.6 allows local users to cause a denial of service (OOPS) via crafted keyctl commands.
CVE-2015-5707,CWE-189,2015-10-19,,4.6,Medium,Partial,Partial,Partial,Low,DoS Overflow ,linux,C,10,[],Integer overflow in the sg_start_req function in drivers/scsi/sg.c in the Linux kernel 2.6.x through 4.x before 4.1 allows local users to cause a denial of service or possibly have unspecified other impact via a large iov_count value in a write request.
CVE-2015-4002,CWE-119,2015-06-07,,9.0,Critical,Partial,Partial,Complete,Low,DoS Exec Code Overflow ,linux,C,10,[],"drivers/staging/ozwpan/ozusbsvc1.c in the OZWPAN driver in the Linux kernel through 4.0.5 does not ensure that certain length values are sufficiently large, which allows remote attackers to cause a denial of service (system crash or large loop) or possibly execute arbitrary code via a crafted packet, related to the (1) oz_usb_rx and (2) oz_usb_handle_ep_data functions."
CVE-2015-3885,CWE-189,2015-05-19,,4.3,Medium,,,Partial,Medium,DoS Overflow ,rawstudio,C++,0,[],"Integer overflow in the ljpeg_start function in dcraw 7.00 and earlier allows remote attackers to cause a denial of service (crash) via a crafted image, which triggers a buffer overflow, related to the len variable."
CVE-2015-2925,CWE-254,2015-11-16,,6.9,Medium,Complete,Complete,Complete,Medium,Bypass ,linux,C,10,[],"The prepend_path function in fs/dcache.c in the Linux kernel before 4.2.4 does not properly handle rename actions inside a bind mount, which allows local users to bypass an intended container protection mechanism by renaming a directory, related to a *double-chroot attack.*"
CVE-2015-1805,CWE-17,2015-08-08,,7.2,High,Complete,Complete,Complete,Low,DoS +Priv ,linux,C,10,[],"The (1) pipe_read and (2) pipe_write implementations in fs/pipe.c in the Linux kernel before 3.16 do not properly consider the side effects of failed __copy_to_user_inatomic and __copy_from_user_inatomic calls, which allows local users to cause a denial of service (system crash) or possibly gain privileges via a crafted application, aka an *I/O vector array overrun.*"
CVE-2014-9728,CWE-119,2015-08-31,,4.9,Medium,,,Complete,Low,DoS Overflow ,linux,C,10,[],"The UDF filesystem implementation in the Linux kernel before 3.18.2 does not validate certain lengths, which allows local users to cause a denial of service (buffer over-read and system crash) via a crafted filesystem image, related to fs/udf/inode.c and fs/udf/symlink.c."
CVE-2014-9728,CWE-119,2015-08-31,,4.9,Medium,,,Complete,Low,DoS Overflow ,linux,C,10,[],"The UDF filesystem implementation in the Linux kernel before 3.18.2 does not validate certain lengths, which allows local users to cause a denial of service (buffer over-read and system crash) via a crafted filesystem image, related to fs/udf/inode.c and fs/udf/symlink.c."
CVE-2014-8275,CWE-310,2015-01-08,,5.0,Medium,,Partial,,Low,,openssl,C,0,[],"OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k does not enforce certain constraints on certificate data, which allows remote attackers to defeat a fingerprint-based certificate-blacklist protection mechanism by including crafted data within a certificate's unsigned portion, related to crypto/asn1/a_verify.c, crypto/dsa/dsa_asn1.c, crypto/ecdsa/ecs_vrf.c, and crypto/x509/x_all.c."
CVE-2014-3571,,2015-01-08,,5.0,Medium,,,Partial,Low,DoS ,openssl,C,0,[],"OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted DTLS message that is processed with a different read operation for the handshake header than for the handshake body, related to the dtls1_get_record function in d1_pkt.c and the ssl3_read_n function in s3_pkt.c."
CVE-2016-9535,CWE-119,2016-11-22,,7.5,High,Partial,Partial,Partial,Low,Overflow ,libtiff,C,0,[],"tif_predict.h and tif_predict.c in libtiff 4.0.6 have assertions that can lead to assertion failures in debug mode, or buffer overflows in release mode, when dealing with unusual tile size like YCbCr with subsampling. Reported as MSVR 35105, aka *Predictor heap-buffer-overflow.*"
CVE-2016-7568,CWE-190,2016-09-28,,7.5,High,Partial,Partial,Partial,Low,DoS Overflow ,libgd,C,0,[],"Integer overflow in the gdImageWebpCtx function in gd_webp.c in the GD Graphics Library (aka libgd) through 2.2.3, as used in PHP through 7.0.11, allows remote attackers to cause a denial of service (heap-based buffer overflow) or possibly have unspecified other impact via crafted imagewebp and imagedestroy calls."
CVE-2016-7163,CWE-125,2016-09-21,,6.8,Medium,Partial,Partial,Partial,Medium,Exec Code Overflow ,openjpeg,C,10,[],"Integer overflow in the opj_pi_create_decode function in pi.c in OpenJPEG allows remote attackers to execute arbitrary code via a crafted JP2 file, which triggers an out-of-bounds read or write."
CVE-2016-6905,CWE-125,2016-10-03,,4.3,Medium,,,Partial,Medium,DoS ,libgd,C,10,[],The read_image_tga function in gd_tga.c in the GD Graphics Library (aka libgd) before 2.2.3 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted TGA image.
CVE-2016-6663,CWE-362,2016-12-13,,4.4,Medium,Partial,Partial,Partial,Medium,+Priv ,server,C++,0,[],"Race condition in Oracle MySQL before 5.5.52, 5.6.x before 5.6.33, 5.7.x before 5.7.15, and 8.x before 8.0.1; MariaDB before 5.5.52, 10.0.x before 10.0.28, and 10.1.x before 10.1.18; Percona Server before 5.5.51-38.2, 5.6.x before 5.6.32-78-1, and 5.7.x before 5.7.14-8; and Percona XtraDB Cluster before 5.5.41-37.0, 5.6.x before 5.6.32-25.17, and 5.7.x before 5.7.14-26.17 allows local users with certain permissions to gain privileges by leveraging use of my_copystat by REPAIR TABLE to repair a MyISAM table."
CVE-2016-6198,CWE-284,2016-08-06,,4.9,Medium,,,Complete,Low,DoS ,linux,C,0,[],"The filesystem layer in the Linux kernel before 4.5.5 proceeds with post-rename operations after an OverlayFS file is renamed to a self-hardlink, which allows local users to cause a denial of service (system crash) via a rename system call, related to fs/namei.c and fs/open.c."
CVE-2016-6128,CWE-20,2016-08-07,,5.0,Medium,,,Partial,Low,DoS ,libgd,C,0,[],"The gdImageCropThreshold function in gd_crop.c in the GD Graphics Library (aka libgd) before 2.2.3, as used in PHP before 7.0.9, allows remote attackers to cause a denial of service (application crash) via an invalid color index."
CVE-2016-5842,CWE-125,2016-12-13,,5.0,Medium,Partial,,,Low,+Info ,ImageMagick,C,0,[],"MagickCore/property.c in ImageMagick before 7.0.2-1 allows remote attackers to obtain sensitive memory information via vectors involving the q variable, which triggers an out-of-bounds read."
CVE-2016-5688,CWE-119,2016-12-13,,6.8,Medium,Partial,Partial,Partial,Medium,Overflow ,ImageMagick,C,10,[],"The WPG parser in ImageMagick before 6.9.4-4 and 7.x before 7.0.1-5, when a memory limit is set, allows remote attackers to have unspecified impact via vectors related to the SetImageExtent return-value check, which trigger (1) a heap-based buffer overflow in the SetPixelIndex function or an invalid write operation in the (2) ScaleCharToQuantum or (3) SetPixelIndex functions."
CVE-2016-5688,CWE-119,2016-12-13,,6.8,Medium,Partial,Partial,Partial,Medium,Overflow ,ImageMagick,C,0,[],"The WPG parser in ImageMagick before 6.9.4-4 and 7.x before 7.0.1-5, when a memory limit is set, allows remote attackers to have unspecified impact via vectors related to the SetImageExtent return-value check, which trigger (1) a heap-based buffer overflow in the SetPixelIndex function or an invalid write operation in the (2) ScaleCharToQuantum or (3) SetPixelIndex functions."
CVE-2016-5412,CWE-399,2016-08-06,,4.6,Medium,,,Complete,Low,DoS ,linux,C,10,[],"arch/powerpc/kvm/book3s_hv_rmhandlers.S in the Linux kernel through 4.7 on PowerPC platforms, when CONFIG_KVM_BOOK3S_64_HV is enabled, allows guest OS users to cause a denial of service (host OS infinite loop) by making a H_CEDE hypercall during the existence of a suspended transaction."
CVE-2016-5357,CWE-20,2016-08-07,,4.3,Medium,,,Partial,Medium,DoS ,wireshark,C,10,[],"wiretap/netscreen.c in the NetScreen file parser in Wireshark 1.12.x before 1.12.12 and 2.x before 2.0.4 mishandles sscanf unsigned-integer processing, which allows remote attackers to cause a denial of service (application crash) via a crafted file."
CVE-2016-5356,CWE-119,2016-08-07,,4.3,Medium,,,Partial,Medium,DoS Overflow ,wireshark,C,10,[],"wiretap/cosine.c in the CoSine file parser in Wireshark 1.12.x before 1.12.12 and 2.x before 2.0.4 mishandles sscanf unsigned-integer processing, which allows remote attackers to cause a denial of service (application crash) via a crafted file."
CVE-2016-5355,CWE-20,2016-08-07,,4.3,Medium,,,Partial,Medium,DoS ,wireshark,C,10,[],"wiretap/toshiba.c in the Toshiba file parser in Wireshark 1.12.x before 1.12.12 and 2.x before 2.0.4 mishandles sscanf unsigned-integer processing, which allows remote attackers to cause a denial of service (application crash) via a crafted file."
CVE-2016-5104,CWE-284,2016-06-13,,5.0,Medium,,Partial,,Low,Bypass ,libimobiledevice,C,10,[],The socket_create function in common/socket.c in libimobiledevice and libusbmuxd allows remote attackers to bypass intended access restrictions and communicate with services on iOS devices by connecting to an IPv4 TCP socket.
CVE-2016-4578,CWE-200,2016-05-23,,2.1,Low,Partial,,,Low,+Info ,linux,C,10,[],"sound/core/timer.c in the Linux kernel through 4.6 does not initialize certain r1 data structures, which allows local users to obtain sensitive information from kernel stack memory via crafted use of the ALSA timer interface, related to the (1) snd_timer_user_ccallback and (2) snd_timer_user_tinterrupt functions."
CVE-2016-3951,,2016-05-02,,4.9,Medium,,,Complete,Low,DoS ,linux,C,10,[],Double free vulnerability in drivers/net/usb/cdc_ncm.c in the Linux kernel before 4.5 allows physically proximate attackers to cause a denial of service (system crash) or possibly have unspecified other impact by inserting a USB device with an invalid USB descriptor.
CVE-2016-3698,CWE-284,2016-06-13,,6.8,Medium,Partial,Partial,Partial,Medium,DoS ,libndp,C,10,[],"libndp before 1.6, as used in NetworkManager, does not properly validate the origin of Neighbor Discovery Protocol (NDP) messages, which allows remote attackers to conduct man-in-the-middle attacks or cause a denial of service (network connectivity disruption) by advertising a node as a router from a non-local network."
CVE-2016-2315,CWE-119,2016-04-08,,10.0,,Complete,Complete,Complete,Low,Exec Code Overflow ,git,C,0,[],"revision.c in git before 2.7.4 uses an incorrect integer data type, which allows remote attackers to execute arbitrary code via a (1) long filename or (2) many nested trees, leading to a heap-based buffer overflow."
CVE-2016-1583,CWE-119,2016-06-27,,7.2,High,Complete,Complete,Complete,Low,DoS Overflow +Priv ,linux,C,10,[],"The ecryptfs_privileged_open function in fs/ecryptfs/kthread.c in the Linux kernel before 4.6.3 allows local users to gain privileges or cause a denial of service (stack memory consumption) via vectors involving crafted mmap calls for /proc pathnames, leading to recursive pagefault handling."
CVE-2016-1583,CWE-119,2016-06-27,,7.2,High,Complete,Complete,Complete,Low,DoS Overflow +Priv ,linux,C,10,[],"The ecryptfs_privileged_open function in fs/ecryptfs/kthread.c in the Linux kernel before 4.6.3 allows local users to gain privileges or cause a denial of service (stack memory consumption) via vectors involving crafted mmap calls for /proc pathnames, leading to recursive pagefault handling."
CVE-2015-8952,CWE-19,2016-10-16,,2.1,Low,,,Partial,Low,DoS ,linux,C,0,[],"The mbcache feature in the ext2 and ext4 filesystem implementations in the Linux kernel before 4.6 mishandles xattr block caching, which allows local users to cause a denial of service (soft lockup) via filesystem operations in environments that use many attributes, as demonstrated by Ceph and Samba."
CVE-2015-8952,CWE-19,2016-10-16,,2.1,Low,,,Partial,Low,DoS ,linux,C,0,[],"The mbcache feature in the ext2 and ext4 filesystem implementations in the Linux kernel before 4.6 mishandles xattr block caching, which allows local users to cause a denial of service (soft lockup) via filesystem operations in environments that use many attributes, as demonstrated by Ceph and Samba."
CVE-2015-8852,,2016-04-25,,5.0,Medium,,Partial,,Low,Http R.Spl. ,Varnish-Cache,C,0,[],"Varnish 3.x before 3.0.7, when used in certain stacked installations, allows remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via a header line terminated by a r (carriage return) character in conjunction with multiple Content-Length headers in an HTTP request."
CVE-2015-8830,,2016-05-02,,7.2,High,Complete,Complete,Complete,Low,DoS Overflow ,linux,C,10,[],Integer overflow in the aio_setup_single_vector function in fs/aio.c in the Linux kernel 4.0 allows local users to cause a denial of service or possibly have unspecified other impact via a large AIO iovec.  NOTE: this vulnerability exists because of a CVE-2012-6701 regression.
CVE-2013-7456,CWE-125,2016-08-07,,6.8,Medium,Partial,Partial,Partial,Medium,DoS ,libgd,C,0,[],"gd_interpolation.c in the GD Graphics Library (aka libgd) before 2.1.1, as used in PHP before 5.5.36, 5.6.x before 5.6.22, and 7.x before 7.0.7, allows remote attackers to cause a denial of service (out-of-bounds read) or possibly have unspecified other impact via a crafted image that is mishandled by the imagescale function."
CVE-2017-1000380,CWE-200,2017-06-17,,2.1,Low,Partial,,,Low,+Info ,linux,C,10,[],"sound/core/timer.c in the Linux kernel before 4.11.5 is vulnerable to a data race in the ALSA /dev/snd/timer driver resulting in local users being able to read information belonging to other users, i.e., uninitialized memory contents may be disclosed when a read and an ioctl happen at the same time."
CVE-2017-1000252,CWE-20,2017-09-26,,2.1,Low,,,Partial,Low,DoS ,linux,C,10,[],"The KVM subsystem in the Linux kernel through 4.13.3 allows guest OS users to cause a denial of service (assertion failure, and hypervisor hang or crash) via an out-of bounds guest_irq value, related to arch/x86/kvm/vmx.c and virt/kvm/eventfd.c."
CVE-2017-1000249,CWE-119,2017-09-11,,2.1,Low,,Partial,,Low,Overflow ,file,C,10,[],An issue in file() was introduced in commit 9611f31313a93aa036389c5f3b15eea53510d4d1 (Oct 2016) lets an attacker overwrite a fixed 20 bytes stack buffer with a specially crafted .notes section in an ELF binary. This was fixed in commit 35c94dc6acc418f1ad7f6241a6680e5327495793 (Aug 2017).
CVE-2017-17499,CWE-416,2017-12-10,,7.5,High,Partial,Partial,Partial,Low,,ImageMagick,C,10,[],ImageMagick before 6.9.9-24 and 7.x before 7.0.7-12 has a use-after-free in Magick::Image::read in Magick++/lib/Image.cpp.
CVE-2017-16642,CWE-125,2017-11-07,,5.0,Medium,Partial,,,Low,+Info ,php-src,C++,0,[],"In PHP before 5.6.32, 7.x before 7.0.25, and 7.1.x before 7.1.11, an error in the date extension's timelib_meridian handling of 'front of' and 'back of' directives could be used by attackers able to supply date strings to leak information from the interpreter, related to ext/date/lib/parse_date.c out-of-bounds reads affecting the php_parse_date function. NOTE: this is a different issue than CVE-2017-11145."
CVE-2017-16546,CWE-119,2017-11-05,,6.8,Medium,Partial,Partial,Partial,Medium,DoS Overflow ,ImageMagick,C,10,[],"The ReadWPGImage function in coders/wpg.c in ImageMagick 7.0.7-9 does not properly validate the colormap index in a WPG palette, which allows remote attackers to cause a denial of service (use of uninitialized data or invalid memory allocation) or possibly have unspecified other impact via a malformed WPG file."
CVE-2017-16525,CWE-416,2017-11-03,,7.2,High,Complete,Complete,Complete,Low,DoS ,linux,C,10,[],"The usb_serial_console_disconnect function in drivers/usb/serial/console.c in the Linux kernel before 4.13.8 allows local users to cause a denial of service (use-after-free and system crash) or possibly have unspecified other impact via a crafted USB device, related to disconnection and failed setup."
CVE-2017-16359,CWE-476,2017-11-01,,4.3,Medium,,,Partial,Medium,,radare2,C,10,[],"In radare 2.0.1, a pointer wraparound vulnerability exists in store_versioninfo_gnu_verdef() in libr/bin/format/elf/elf.c."
CVE-2017-16359,CWE-476,2017-11-01,,4.3,Medium,,,Partial,Medium,,radare2,C,10,[],"In radare 2.0.1, a pointer wraparound vulnerability exists in store_versioninfo_gnu_verdef() in libr/bin/format/elf/elf.c."
CVE-2017-15649,CWE-362,2017-10-19,,4.6,Medium,Partial,Partial,Partial,Low,+Priv ,linux,C,10,[],"net/packet/af_packet.c in the Linux kernel before 4.13.6 allows local users to gain privileges via crafted system calls that trigger mishandling of packet_fanout data structures, because of a race condition (involving fanout_add and packet_do_bind) that leads to a use-after-free, a different vulnerability than CVE-2017-6346."
CVE-2017-14604,CWE-20,2017-09-20,,4.0,Medium,,Partial,,Low,Exec Code ,nautilus,C,0,[],"GNOME Nautilus before 3.23.90 allows attackers to spoof a file type by using the .desktop file extension, as demonstrated by an attack in which a .desktop file's Name field ends in .pdf but this file's Exec field launches a malicious *sh -c* command. In other words, Nautilus provides no UI indication that a file actually has the potentially unsafe .desktop extension; instead, the UI only shows the .pdf extension. One (slightly) mitigating factor is that an attack requires the .desktop file to have execute permission. The solution is to ask the user to confirm that the file is supposed to be treated as a .desktop file, and then remember the user's answer in the metadata::trusted field."
CVE-2017-14500,CWE-78,2017-09-17,,6.8,Medium,Partial,Partial,Partial,Medium,Exec Code ,newsbeuter,C++,0,[],"Improper Neutralization of Special Elements used in an OS Command in the podcast playback function of Podbeuter in Newsbeuter 0.3 through 2.9 allows remote attackers to perform user-assisted code execution by crafting an RSS item with a media enclosure (i.e., a podcast file) that includes shell metacharacters in its filename, related to pb_controller.cpp and queueloader.cpp, a different vulnerability than CVE-2017-12904."
CVE-2017-14174,CWE-834,2017-09-07,,7.1,High,,,Complete,Medium,,ImageMagick,C,10,[],"In coders/psd.c in ImageMagick 7.0.7-0 Q16, a DoS in ReadPSDLayersInternal() due to lack of an EOF (End of File) check might cause huge CPU consumption. When a crafted PSD file, which claims a large *length* field in the header but does not contain sufficient backing data, is provided, the loop over *length* would consume huge CPU resources, since there is no EOF check inside the loop."
CVE-2017-14032,CWE-287,2017-08-30,,6.8,Medium,Partial,Partial,Partial,Medium,Bypass ,mbedtls,C,0,[],"ARM mbed TLS before 1.3.21 and 2.x before 2.1.9, if optional authentication is configured, allows remote attackers to bypass peer authentication via an X.509 certificate chain with many intermediates. NOTE: although mbed TLS was formerly known as PolarSSL, the releases shipped with the PolarSSL name are not affected."
CVE-2017-13725,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,0,[],The IPv6 routing header parser in tcpdump before 4.9.2 has a buffer over-read in print-rt6.c:rt6_print().
CVE-2017-13687,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,10,[],The Cisco HDLC parser in tcpdump before 4.9.2 has a buffer over-read in print-chdlc.c:chdlc_print().
CVE-2017-13145,CWE-20,2017-08-23,,4.3,Medium,,,Partial,Medium,,ImageMagick,C,10,[],"In ImageMagick before 6.9.8-8 and 7.x before 7.0.5-9, the ReadJP2Image function in coders/jp2.c does not properly validate the channel geometry, leading to a crash."
CVE-2017-13145,CWE-20,2017-08-23,,4.3,Medium,,,Partial,Medium,,ImageMagick,C,10,[],"In ImageMagick before 6.9.8-8 and 7.x before 7.0.5-9, the ReadJP2Image function in coders/jp2.c does not properly validate the channel geometry, leading to a crash."
CVE-2017-13142,CWE-754,2017-08-23,,4.3,Medium,,,Partial,Medium,,ImageMagick,C,10,[],"In ImageMagick before 6.9.9-0 and 7.x before 7.0.6-1, a crafted PNG file could trigger a crash because there was an insufficient check for short files."
CVE-2017-13028,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,0,[],The BOOTP parser in tcpdump before 4.9.2 has a buffer over-read in print-bootp.c:bootp_print().
CVE-2017-13024,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,0,[],The IPv6 mobility parser in tcpdump before 4.9.2 has a buffer over-read in print-mobility.c:mobility_opt_print().
CVE-2017-13020,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,0,[],The VTP parser in tcpdump before 4.9.2 has a buffer over-read in print-vtp.c:vtp_print().
CVE-2017-13004,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,0,[],The Juniper protocols parser in tcpdump before 4.9.2 has a buffer over-read in print-juniper.c:juniper_parse_header().
CVE-2017-13000,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,0,[],The IEEE 802.15.4 parser in tcpdump before 4.9.2 has a buffer over-read in print-802_15_4.c:ieee802_15_4_if_print().
CVE-2017-13000,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,0,[],The IEEE 802.15.4 parser in tcpdump before 4.9.2 has a buffer over-read in print-802_15_4.c:ieee802_15_4_if_print().
CVE-2017-12987,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,0,[],The IEEE 802.11 parser in tcpdump before 4.9.2 has a buffer over-read in print-802_11.c:parse_elements().
CVE-2017-12902,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,0,[],"The Zephyr parser in tcpdump before 4.9.2 has a buffer over-read in print-zephyr.c, several functions."
CVE-2017-12899,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,0,[],The DECnet parser in tcpdump before 4.9.2 has a buffer over-read in print-decnet.c:decnet_print().
CVE-2017-12896,CWE-125,2017-09-14,,7.5,High,Partial,Partial,Partial,Low,,tcpdump,C,0,[],The ISAKMP parser in tcpdump before 4.9.2 has a buffer over-read in print-isakmp.c:isakmp_rfc3948_print().
CVE-2017-12847,CWE-665,2017-08-23,,6.3,Medium,,Complete,Complete,Medium,Exec Code ,nagioscore,C,10,[],"Nagios Core before 4.3.3 creates a nagios.lock PID file after dropping privileges to a non-root account, which might allow local users to kill arbitrary processes by leveraging access to this non-root account for nagios.lock modification before a root script executes a *kill `cat /pathname/nagios.lock`* command."
CVE-2017-12843,CWE-20,2017-08-22,,4.0,Medium,,Partial,,Low,,cyrus-imapd,C,10,[],"Cyrus IMAP before 3.0.3 allows remote authenticated users to write to arbitrary files via a crafted (1) SYNCAPPLY, (2) SYNCGET or (3) SYNCRESTORE command."
CVE-2017-12190,CWE-772,2017-11-22,,4.9,Medium,,,Complete,Low,,linux,C,10,[],"The bio_map_user_iov and bio_unmap_user functions in block/bio.c in the Linux kernel before 4.13.8 do unbalanced refcounting when a SCSI I/O vector has small consecutive buffers belonging to the same page. The bio_add_pc_page function merges them into one, but the page reference is never dropped. This causes a memory leak and possible system lockup (exploitable against the host OS by a guest OS user, if a SCSI disk is passed through to a virtual machine) due to an out-of-memory condition."
CVE-2017-11523,CWE-835,2017-07-22,,7.1,High,,,Complete,Medium,DoS ,ImageMagick,C,10,[],"The ReadTXTImage function in coders/txt.c in ImageMagick through 6.9.9-0 and 7.x through 7.0.6-1 allows remote attackers to cause a denial of service (infinite loop) via a crafted file, because the end-of-file condition is not considered."
CVE-2017-11472,CWE-755,2017-07-20,,3.6,Low,Partial,Partial,,Low,Bypass +Info ,linux,C,10,[],"The acpi_ns_terminate() function in drivers/acpi/acpica/nsutils.c in the Linux kernel before 4.12 does not flush the operand cache and causes a kernel stack dump, which allows local users to obtain sensitive information from kernel memory and bypass the KASLR protection mechanism (in the kernel through 4.9) via a crafted ACPI table."
CVE-2017-11449,CWE-20,2017-07-19,,6.8,Medium,Partial,Partial,Partial,Medium,DoS ,ImageMagick,C,10,[],"coders/mpc.c in ImageMagick before 7.0.6-1 does not enable seekable streams and thus cannot validate blob sizes, which allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via an image received from stdin."
CVE-2017-11142,CWE-400,2017-07-10,,7.8,High,,,Complete,Low,DoS ,php-src,C,0,[],"In PHP before 5.6.31, 7.x before 7.0.17, and 7.1.x before 7.1.3, remote attackers could cause a CPU consumption denial of service attack by injecting long form variables, related to main/php_variables.c."
CVE-2017-9996,CWE-119,2017-06-28,,6.8,Medium,Partial,Partial,Partial,Medium,DoS Overflow ,FFmpeg,C,10,[],"The cdxl_decode_frame function in libavcodec/cdxl.c in FFmpeg 2.8.x before 2.8.12, 3.0.x before 3.0.8, 3.1.x before 3.1.8, 3.2.x before 3.2.5, and 3.3.x before 3.3.1 does not exclude the CHUNKY format, which allows remote attackers to cause a denial of service (heap-based buffer overflow and application crash) or possibly have unspecified other impact via a crafted file."
CVE-2017-9995,CWE-119,2017-06-28,,6.8,Medium,Partial,Partial,Partial,Medium,DoS Overflow ,FFmpeg,C,10,[],"libavcodec/scpr.c in FFmpeg 3.3 before 3.3.1 does not properly validate height and width data, which allows remote attackers to cause a denial of service (heap-based buffer overflow and application crash) or possibly have unspecified other impact via a crafted file."
CVE-2017-9993,CWE-200,2017-06-28,,5.0,Medium,Partial,,,Low,+Info ,FFmpeg,C,10,[],"FFmpeg before 2.8.12, 3.0.x and 3.1.x before 3.1.9, 3.2.x before 3.2.6, and 3.3.x before 3.3.2 does not properly restrict HTTP Live Streaming filename extensions and demuxer names, which allows attackers to read arbitrary files via crafted playlist data."
CVE-2017-9608,CWE-476,2017-12-27,,4.3,Medium,,,Partial,Medium,DoS ,FFmpeg,C,10,[],"The dnxhd decoder in FFmpeg before 3.2.6, and 3.3.x before 3.3.3 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted mov file."
CVE-2017-9608,CWE-476,2017-12-27,,4.3,Medium,,,Partial,Medium,DoS ,FFmpeg,C,10,[],"The dnxhd decoder in FFmpeg before 3.2.6, and 3.3.x before 3.3.3 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted mov file."
